Economy,Predicted Steel Production per capita,Year,Population,Predicted Steel Production
AUS,0.0004588350045252626,1990,16960.6,7.782116977751168
AUS,0.0003979269849320892,1991,17189.235,6.84006045683914
AUS,0.00038955614681191706,1992,17402.179,6.77912579737126
AUS,0.0004085053991965754,1993,17603.211,7.191006736696547
AUS,0.00042957867608195183,1994,17798.526,7.645867235290199
AUS,0.0004346107158150685,1995,17993.083,7.819986682349939
AUS,0.00042801970508938523,1996,18189.273999999998,7.785367693270022
AUS,0.000419153051902009,1997,18387.205,7.7070530916978806
AUS,0.00043731096292268045,1998,18587.027,8.12831067523986
AUS,0.00043005284236571613,1999,18788.186999999998,8.079913222248596
AUS,0.00042224379172169606,2000,18991.433999999997,8.019015102392336
AUS,0.0003959897411970936,2001,19194.676,7.600894781602063
AUS,0.0003852428878220471,2002,19401.366,7.474238265532479
AUS,0.0004020397113491817,2003,19624.163,7.8896928279892915
AUS,0.0004106100389454882,2004,19879.654,8.16278550316283
AUS,0.0003887985786442337,2005,20178.543,7.845388837511552
AUS,0.00036886752152850364,2006,20526.3,7.571485407150524
AUS,0.00034570742853438517,2007,20916.339,7.230933770043474
AUS,0.00034418927105699863,2008,21332.292999999998,7.342346377644314
AUS,0.0003071529570455341,2009,21750.852000000003,6.680838510059771
AUS,0.00028503603585611984,2010,22154.687,6.314884158113113
AUS,0.0002573456435554713,2011,22538.002,5.8000566291445
AUS,0.00024750497341059443,2012,22903.951,5.668841783252558
AUS,0.000229579281194629,2013,23254.912,5.3388459812043525
AUS,0.0002197126685517429,2014,23596.426,5.184433724743728
AUS,0.00021613701745670853,2015,23932.499,5.17269895414566
AUS,0.00020827014223163875,2016,24262.71,5.053198062625004
AUS,0.00019676897033349874,2017,24584.619,4.837490166671369
AUS,0.00019731985516516063,2018,24898.153,4.912899943840009
BD,0.0037038512283968,1990,258.714,0.9582381667034497
BD,0.0036131858503597567,1991,266.20799999999997,0.96185897885257
BD,0.0035388549563597463,1992,273.888,0.9692499062874581
BD,0.003493750235829343,1993,281.684,0.9841335414293527
BD,0.0034368395555038583,1994,289.452,0.9948000830197028
BD,0.0033566431541891552,1995,297.112,0.9972989608274484
BD,0.0033015637287490862,1996,304.62,1.0057223430515467
BD,0.003219198036225902,1997,311.962,1.004267457777105
BD,0.0031875960034423003,1998,319.135,1.0172734505585586
BD,0.0031323366332767196,1999,326.214,1.0218120624877318
BD,0.0030522986915273186,2000,333.166,1.0169221458613906
BD,0.002993633724431768,2001,340.037,1.017946230754605
BD,0.0029387324881971345,2002,346.777,1.0190848360595377
BD,0.0028902004186355298,2003,353.295,1.0210933569018394
BD,0.002867730876793418,2004,359.434,1.0307599799693654
BD,0.0028336591300308295,2005,365.11199999999997,1.034602952283816
BD,0.002806235876598344,2006,370.26199999999994,1.039042508141056
BD,0.0027624553559601438,2007,374.967,1.0358295974583072
BD,0.002672653812511285,2008,379.418,1.0140529642354068
